Scenario,Global_Second,Phase,Phase_Name,Phase_Second,Market_State,Kia,Vintrumite,DB HiTek,POSCO Future M,Hyundai Motor,POSCO Holdings,Samsung Electronics,LS,Samsung SDI,Samsung Electro-Mechanics,HD Korea Shipbuilding,LS ELECTRIC,Korea Zinc,HMM,Hyundai Mobis,Korea Electric Power,Samsung C&T,SK Inc.,NAVER,Kakao,JUSUNG Engineering,EO Technics,Hanmi Semiconductor,LG Chem,Shinhan Financial,LEENO Industrial,LG Electronics,Celltrion,KODEX 200,EcoPro,Hana Financial,KODEX Semiconductor,SK Innovation,TIGER 200,KB Financial,KODEX Leverage,Meritz Financial,Samsung Biologics,KODEX KOSDAQ150,KODEX KOSDAQ150 Leverage,Wonik IPS,EcoPro BM,KODEX 200 Futures Inverse 2X,HD Hyundai Electric,Hyosung Heavy Industries,Woori Financial,HD Hyundai Heavy Industries,LG Energy Solution,TIGER Semiconductor TOP10,HPSP
Scenario 2,47,1,Fake Positive News,47,TRADING,164375.2,184415.32,162690.85,274398.91,486299.03,463937.78,222904.61,450404.85,704656.58,1012501.15,407846.23,282222.83,1493351.69,18775.18,469347.51,43243.78,341050.77,479508.59,1378388.38,47075.25,131277.29,473608.12,379836.45,428996.81,105207.74,120696.21,157654.24,200768.25,105547.41,167239.63,124338.36,130622.49,133423.74,110304.17,157164.19,127580.19,113808.81,1422335.92,20350.63,16313.27,119042.29,192609.76,155.6,1252522.4,4066960.18,37120.99,675224.45,428430.09,42246.3,56506.07
Scenario 2,48,1,Fake Positive News,48,TRADING,164568.43,183829.49,162585.48,274704.35,484960.21,462985.07,222632.53,449180.63,704504.4,1013690.41,406485.2,281933.64,1491407.41,18725.63,470302.2,43197.58,341306.09,479516.18,1377235.75,47067.91,131345.39,473851.89,379841.24,429016.67,105428.8,120737.37,158033.34,200980.29,105577.56,167462.87,124383.03,130608.45,133237.34,110236.46,157208.18,127609.61,113777.24,1420009.97,20343.46,16312.82,118895.63,192222.56,155.78,1251995.59,4065370.09,37201.68,675032.81,427371.7,42261.91,56575.82
Scenario 2,49,1,Fake Positive News,49,TRADING,164796.08,183337.46,162604.35,275047.4,483772.51,461796.34,222566.56,447923.78,704552.1,1016303.85,405301.67,281504.06,1487896.36,18666.3,470763.71,43163.64,341816.43,480141.59,1375261.81,47046.32,131258.52,473913.29,379992.97,429059.82,105606.47,120725.52,158291.37,201234.79,105617.35,167707.47,124338.67,130615.49,132965.75,110407.06,157150.43,127632.64,113780.84,1417642.92,20331.13,16281.17,118808.72,191632.69,155.81,1251572.84,4062700.2,37285.31,674656.46,426286.92,42269.85,56586.29
Scenario 2,50,1,Fake Positive News,50,TRADING,165145.81,182728.84,162802.5,275072.72,482842.93,461214.59,222347.9,446652.13,704773.39,1018693.66,403896.76,281251.97,1485970.06,18606.79,471258.06,43126.04,342263.8,480093.11,1373292.82,47074.79,131377.83,473892.28,379915.83,429351.99,105650.97,120718.41,158569.91,201660.67,105668.18,167860.65,124285.85,130623.54,132678.68,110562.35,157140.58,127618.01,113813.69,1419563.35,20312.3,16254.67,118611.73,191169.99,155.88,1250351.78,4059621.04,37380.89,674231.8,425316.63,42271.39,56600.84
Scenario 2,51,1,Fake Positive News,51,TRADING,165501.25,182182.21,162829.83,275250.15,482156.16,460069.87,222187.12,445452.33,704974.94,1019925.43,402547.7,280721.81,1483587.0,18543.21,472546.69,43121.27,342799.48,481138.31,1371100.03,47087.4,131293.97,473915.54,379850.47,429504.7,105751.67,120752.03,158918.46,201874.53,105702.47,168026.66,124313.39,130599.1,132459.04,110518.22,157176.2,127586.78,113839.58,1420792.62,20325.46,16235.44,118458.34,190737.4,156.1,1248071.99,4055442.96,37422.42,673674.24,424166.05,42272.74,56648.97
Scenario 2,52,1,Fake Positive News,52,TRADING,165733.92,181573.96,162683.2,275433.62,481034.15,459476.28,221867.54,444300.73,704968.15,1022431.03,401189.25,280166.99,1481154.66,18497.71,472804.93,43037.47,343407.24,481617.42,1369435.92,47086.35,131374.53,474090.03,379897.08,429514.12,105703.13,120750.76,159267.59,202260.54,105737.78,168265.98,124207.9,130642.93,132201.02,110655.98,157239.75,127593.35,113878.52,1420444.48,20335.97,16213.02,118293.65,190100.36,156.1,1246697.98,4052162.39,37513.69,673803.61,422977.9,42284.77,56686.75
Scenario 2,53,1,Fake Positive News,53,TRADING,165938.44,181018.14,162703.93,275485.15,479899.45,458964.79,221562.19,442977.36,704906.7,1024335.8,399729.09,279781.5,1478358.65,18447.46,473376.51,43014.08,343806.33,481606.25,1367453.62,47124.64,131472.47,473740.72,379979.16,429592.24,105948.13,120760.79,159520.74,202370.62,105803.34,168474.47,124150.97,130659.51,131863.63,110642.02,157242.16,127577.05,113890.69,1418596.14,20331.14,16211.84,118244.01,189412.24,156.03,1245335.96,4051246.62,37575.76,674210.47,422077.46,42287.1,56746.47
Scenario 2,54,1,Fake Positive News,54,TRADING,165989.54,181403.44,162698.14,275333.64,479115.99,458136.82,221353.52,441771.64,704920.78,1026000.47,398140.92,279574.51,1476308.63,18392.49,474015.07,42977.71,344278.5,481482.56,1367245.0,47078.77,131709.87,473578.47,380040.52,429848.4,106033.62,120840.35,159836.62,202554.34,105809.78,168654.71,124100.83,130664.72,131576.97,110762.11,157330.89,127602.45,113880.57,1419508.21,20330.24,16193.49,118143.92,189020.34,156.08,1243071.09,4046295.73,37653.11,674051.69,421304.59,42287.32,56795.01
Scenario 2,55,1,Fake Positive News,55,TRADING,166084.55,181966.69,162693.68,275624.85,477896.45,457510.36,221038.35,440588.55,704757.92,1027984.76,396648.38,279332.31,1473681.29,18432.42,474351.88,42961.97,344862.45,481406.84,1366045.53,47089.31,131914.25,473320.17,380191.14,429669.73,106255.8,120826.65,160007.13,202599.05,105826.98,168861.91,124128.86,130677.34,131381.58,110903.87,157286.27,127611.58,113887.38,1417832.87,20323.86,16147.91,118044.11,188407.61,156.28,1241991.16,4044472.05,37722.37,673765.91,420458.52,42280.24,56836.37
Scenario 2,56,1,Fake Positive News,56,TRADING,166285.05,182414.78,162728.9,275906.06,476568.17,456412.04,220984.73,438961.35,704752.67,1030580.56,395356.65,279080.93,1470532.43,18471.87,475241.75,42948.42,345289.97,481886.57,1365232.68,47136.61,131980.22,473331.47,380247.64,429836.17,106551.75,120805.39,160327.94,202940.68,105820.98,169140.25,124020.76,130662.23,131076.58,110945.38,157259.03,127631.18,113962.68,1415851.15,20331.67,16125.27,117924.64,188824.55,156.21,1240584.56,4041668.34,37818.82,673468.03,419713.64,42268.36,56896.02
Scenario 2,57,1,Fake Positive News,57,TRADING,166479.44,182756.17,162667.82,276029.98,475456.29,455352.25,220737.75,437708.36,704762.96,1032877.28,393923.21,278565.5,1467409.68,18520.69,475854.55,42906.46,345873.76,482433.14,1362909.12,47093.18,132117.52,473520.99,380381.14,429976.29,106688.27,120771.98,160727.41,203442.61,105781.36,169335.95,123827.68,130669.68,130828.09,111051.51,157260.21,127637.03,113933.14,1414862.87,20351.36,16100.84,117747.52,189424.64,156.14,1239701.17,4040431.39,37894.07,672922.77,418628.37,42274.41,56904.47
Scenario 2,58,1,Fake Positive News,58,TRADING,166757.63,183187.67,162654.91,276407.84,474090.59,454428.03,220619.71,436458.17,704598.71,1035003.71,392733.95,277961.12,1464952.33,18562.2,476775.34,42900.3,346306.81,482449.81,1360586.05,47033.31,132340.71,473328.55,380533.49,430010.41,106840.81,120747.81,161114.75,203931.02,105804.7,169612.46,123860.5,130662.32,130570.67,111287.05,157276.15,127676.23,113925.4,1413009.16,20359.8,16085.55,117658.83,189828.61,156.2,1238256.37,4034902.89,37953.8,672888.13,417795.9,42286.22,56905.48
Scenario 2,59,1,Fake Positive News,59,TRADING,166921.66,183730.83,162630.55,276413.43,472500.64,453448.15,220501.29,435166.92,704584.75,1036547.54,391374.8,277808.78,1462172.88,18602.69,477559.33,42860.87,346567.07,482807.14,1359221.72,47010.06,132568.69,473166.02,380608.74,430067.44,107043.03,120748.96,161440.64,204624.95,105820.37,169961.65,123745.45,130679.35,130400.47,111434.16,157230.95,127650.74,113950.07,1410667.74,20362.3,16069.61,117565.94,190438.56,156.11,1237930.96,4031484.04,38017.61,673634.58,416799.32,42288.75,56947.67
Scenario 2,60,1,Fake Positive News,60,TRADING,167138.56,184132.04,162694.73,276474.94,471389.38,452597.26,220528.47,434038.67,704535.76,1038283.22,390037.61,277418.91,1459417.09,18637.44,478330.17,42861.48,347258.08,483203.5,1358271.91,46994.56,132694.11,472978.53,380663.82,430052.43,107150.21,120720.63,161730.97,204845.31,105823.81,170233.7,123703.16,130681.61,130163.1,111476.27,157181.61,127663.75,113919.82,1408710.07,20358.96,16051.33,117527.62,190934.09,156.07,1237097.47,4027404.79,38103.99,673452.89,415581.69,42310.95,56963.09
Scenario 2,61,1,Fake Positive News,61,TRADING,167231.26,184537.77,162739.78,276418.17,470379.0,451775.7,220405.92,432691.51,704624.34,1039742.12,388636.24,277259.52,1455733.31,18677.59,479330.49,42819.72,347894.45,483380.99,1357755.03,46989.84,132694.74,472939.32,380560.01,430044.36,107383.87,120704.35,161835.08,205033.98,105835.54,170520.6,123718.67,130718.29,129878.64,111615.84,157207.55,127636.42,113926.1,1406351.82,20370.78,16020.77,117435.39,191511.77,156.05,1235731.45,4023879.38,38186.86,672741.25,414434.06,42315.71,57008.53
Scenario 2,62,1,Fake Positive News,62,TRADING,167475.0,185003.32,162702.8,276661.98,469164.29,451028.76,220236.65,431443.39,704476.39,1041577.51,387372.04,276831.26,1453906.1,18714.22,479556.57,42806.69,348082.67,483494.17,1356177.36,47007.72,132918.03,472950.84,380658.42,429932.63,107435.46,120673.62,162140.53,205475.18,105882.47,170824.03,123622.74,130703.44,129648.01,111750.23,157163.56,127620.43,113881.06,1404374.61,20377.16,16013.29,117415.82,192067.14,156.09,1234586.39,4021464.41,38233.12,672792.46,413192.61,42321.23,57005.8
Scenario 2,63,1,Fake Positive News,63,TRADING,167654.68,185475.94,162824.79,276723.22,467996.26,449946.89,220044.11,430280.61,704523.07,1043643.05,385636.05,276504.48,1452116.09,18765.32,479927.72,42752.58,348551.04,483400.74,1353516.57,47000.47,132998.47,472994.88,380763.5,429549.72,107605.18,120700.58,162327.68,205155.92,105882.2,171114.05,123623.52,130696.58,129279.0,111895.44,157121.76,127625.22,113898.29,1405844.85,20375.51,15998.15,117320.67,192680.6,156.37,1233293.92,4016233.38,38297.08,673260.36,412565.32,42322.51,57066.05
Scenario 2,64,1,Fake Positive News,64,TRADING,167869.98,185915.51,162974.31,277109.14,466903.1,449353.11,219783.56,429003.32,704629.49,1045248.64,384320.77,276289.78,1449191.42,18807.65,480080.42,42726.59,348625.87,483717.27,1351829.95,47038.13,133099.38,473144.67,380727.45,429342.83,107778.87,120706.07,162686.22,205446.66,105878.69,171455.3,123633.68,130703.65,129067.1,112050.34,157125.55,127688.06,113898.55,1405697.45,20378.19,15980.52,117149.66,193084.77,156.28,1230956.78,4015171.35,38381.23,673745.08,411905.64,42320.37,57112.71
Scenario 2,65,1,Fake Positive News,65,TRADING,168014.39,186294.92,163039.59,277339.65,466014.73,448481.93,219483.13,427404.8,704664.37,1047289.21,383132.75,275971.25,1445863.39,18842.9,480696.65,42707.02,349105.46,483677.82,1348594.66,47068.71,133268.79,473375.93,380716.19,429378.85,107983.53,120766.16,163152.19,205635.12,105856.91,171701.37,123665.12,130698.4,128792.48,112204.88,157080.25,127691.38,113873.1,1403330.61,20388.76,15958.63,117053.63,193673.45,156.38,1229341.57,4011465.98,38448.06,673417.54,410829.09,42320.93,57158.53
Scenario 2,66,1,Fake Positive News,66,TRADING,168132.41,186755.9,162951.26,277425.45,467639.44,447429.7,219234.86,426423.84,704399.37,1049742.17,381917.19,275660.25,1442187.15,18892.97,481341.62,42661.99,349539.69,483891.73,1346834.38,47046.44,133515.04,473331.25,380770.01,429409.18,108072.84,120761.78,163534.58,206038.46,105884.71,171968.78,123598.91,130706.43,128437.99,112172.1,157064.31,127672.57,113843.59,1402924.79,20397.6,15937.86,116843.06,194257.25,156.48,1228949.06,4011845.52,38549.37,672677.39,411970.06,42326.23,57144.89
Scenario 2,67,1,Fake Positive News,67,TRADING,168277.43,187217.38,162930.26,277814.49,469210.91,446523.14,219026.65,425304.68,704147.25,1052239.14,380706.69,275479.53,1439889.56,18940.14,482279.1,42614.21,350086.16,483956.84,1344693.12,47077.41,133597.69,473118.32,380746.38,429459.59,108052.22,120801.94,163810.84,206379.22,105828.16,172282.19,123539.08,130725.97,128186.75,112383.23,157072.97,127694.51,113812.49,1400087.18,20402.56,15921.49,116763.67,194712.23,156.34,1228371.18,4007790.03,38628.24,672302.54,412918.58,42325.87,57199.92
Scenario 2,68,1,Fake Positive News,68,TRADING,168447.71,187498.24,162903.77,278007.3,470701.27,445489.53,218846.64,424101.26,704324.62,1053881.72,379446.16,274909.97,1437493.85,18982.89,483165.58,42544.33,350602.67,483966.09,1342905.78,47125.83,133476.74,473480.04,380674.96,429473.45,108148.62,120805.86,164119.57,206778.34,105855.71,172522.86,123474.89,130745.94,127916.16,112542.13,157058.21,127708.62,113830.22,1397001.51,20410.32,15916.17,116680.56,195405.13,156.39,1226866.8,4007374.24,38707.35,672756.5,414076.78,42333.59,57252.24
Scenario 2,69,1,Fake Positive News,69,TRADING,168744.01,187905.7,162881.73,277928.88,472340.98,444588.73,218475.14,422623.54,704188.47,1055642.73,378304.15,274566.86,1433866.65,19016.09,483313.77,42546.95,351260.53,484264.81,1343451.03,47150.77,133405.77,473248.31,380665.47,429343.53,108391.2,120798.32,164449.08,207387.19,105921.1,172767.68,123438.71,130771.76,127637.79,112706.22,157070.53,127706.23,113921.88,1394963.49,20404.87,15876.21,116548.52,196011.98,156.58,1226644.94,4006466.64,38767.01,672193.9,414950.6,42334.17,57279.34
Scenario 2,70,1,Fake Positive News,70,TRADING,168930.79,188496.88,162875.78,278142.77,473986.57,443878.98,218294.0,421222.27,704092.51,1057734.93,377077.97,274354.95,1431105.9,19054.4,484169.29,42485.26,351785.23,484903.73,1343329.62,47099.75,133584.71,473259.61,380626.66,429291.93,108347.32,120757.17,164955.8,207654.07,105919.23,173087.62,123202.41,130778.54,127354.1,112662.76,157140.78,127753.49,113893.65,1393941.92,20411.93,15855.65,116335.28,196591.17,156.48,1225139.26,4002325.75,38832.4,671911.64,415987.87,42327.07,57344.6
Scenario 2,71,1,Fake Positive News,71,TRADING,169052.54,188851.26,162887.83,278214.19,475542.93,442997.1,217952.06,419927.13,704137.36,1059664.12,375687.35,274114.21,1427297.61,19094.63,485480.78,42404.75,351803.13,484928.64,1339996.59,47057.46,133563.17,473127.42,380572.55,429208.84,108406.58,120721.22,165258.12,207897.21,105935.85,173317.85,123331.87,130792.72,127070.41,112767.48,157178.0,127741.34,113931.37,1392249.01,20405.63,15835.27,116262.11,197018.34,156.53,1224143.99,4000173.39,38903.55,671602.18,417045.25,42339.36,57455.53
Scenario 2,72,1,Fake Positive News,72,TRADING,169349.07,189234.53,162782.36,278355.16,477341.0,442033.82,218144.48,418707.12,704396.5,1061599.05,374351.38,273615.67,1424532.61,19142.73,485319.91,42479.34,352662.1,484701.26,1339079.59,47070.74,133335.99,472635.78,380482.61,429255.5,108443.33,120716.95,165545.64,208250.91,105962.63,173500.03,123498.0,130812.48,126784.76,112592.87,157176.02,127775.22,113969.76,1389855.61,20423.09,15852.09,116290.49,197560.43,156.2,1225310.6,4003454.32,38961.35,671696.45,417879.41,42340.88,57387.73
Scenario 2,73,1,Fake Positive News,73,TRADING,169477.15,189731.27,162946.52,278202.08,478921.33,440985.18,218330.12,417656.31,704195.26,1063834.31,373109.73,273000.29,1421597.56,19192.34,486074.47,42526.47,353300.68,484746.82,1337935.6,47120.34,133059.15,472572.68,380631.9,429263.76,108623.93,120669.24,165804.64,208642.74,105941.31,173843.26,123471.33,130821.74,126546.77,112493.4,157117.5,127790.19,113997.93,1389229.66,20431.4,15877.29,116375.72,198233.57,156.15,1226120.1,4012015.58,39045.08,671908.91,418371.69,42336.17,57320.54
Scenario 2,74,1,Fake Positive News,74,TRADING,169690.82,190146.19,163083.67,278085.0,480437.74,440459.89,218710.14,416184.31,704238.37,1066070.26,371702.08,272642.96,1418986.2,19225.47,486024.95,42563.5,353826.62,484628.4,1335683.78,47196.33,133028.33,472524.03,380605.43,429130.75,108657.62,120681.67,165973.67,209080.11,105975.91,174101.22,123543.02,130827.17,126283.7,112353.8,157087.09,127751.11,113981.33,1387714.11,20449.63,15916.01,116501.56,198815.47,155.87,1227296.81,4015692.46,39105.13,672029.17,419317.31,42343.95,57192.16
Scenario 2,75,1,Fake Positive News,75,TRADING,170000.53,190697.09,163086.92,277978.12,482055.68,439773.1,218883.36,414740.51,704307.47,1067524.07,370457.33,272437.3,1416756.24,19268.52,486751.91,42618.47,354659.23,484447.79,1331984.51,47266.62,132915.95,472665.07,380593.18,429228.99,108775.66,120695.29,166386.58,209321.83,106000.98,174388.65,123441.44,130840.38,125917.93,112313.91,157082.59,127719.11,113925.64,1387708.35,20465.28,15920.86,116558.33,199204.7,155.66,1228625.82,4013808.08,39173.37,672102.13,420232.53,42332.8,57090.72
Scenario 2,76,1,Fake Positive News,76,TRADING,170107.47,191070.58,163093.74,277815.55,483334.36,438806.58,219285.52,413447.27,704343.93,1069778.7,369199.33,272043.65,1420215.73,19317.73,487109.87,42641.37,355093.24,484033.88,1330144.32,47344.43,132685.44,472792.31,380581.48,429021.96,108899.9,120651.44,166645.42,209779.43,105942.71,174725.42,123381.15,130822.74,125639.04,112115.71,156999.35,127742.74,113910.99,1386006.64,20475.66,15942.06,116487.72,199727.5,155.54,1229679.28,4017433.96,39233.07,670781.89,421319.66,42333.63,56955.01
Scenario 2,77,1,Fake Positive News,77,TRADING,170225.27,191543.16,163040.82,277768.86,484998.35,437898.28,219503.28,412245.67,704478.13,1071329.4,368090.92,271910.72,1423982.88,19363.67,488044.57,42651.61,355687.21,484099.55,1329471.9,47394.98,132409.8,472731.61,380461.23,428951.73,109072.76,120633.05,167100.43,210296.28,105955.57,174831.39,123350.75,130801.01,125337.07,111941.67,157001.28,127763.37,113880.67,1386262.66,20484.43,15962.51,116581.14,200546.9,155.3,1229300.55,4016787.48,39314.12,670522.8,422342.54,42326.65,56852.62
Scenario 2,78,1,Fake Positive News,78,TRADING,170565.65,191868.25,163089.0,277768.48,486598.44,439235.63,219654.16,410946.44,704583.26,1073868.95,366608.81,271541.82,1429079.83,19406.15,488974.26,42679.68,356107.2,483542.45,1328019.74,47439.27,132179.16,472392.64,380396.13,428954.41,109194.36,120618.08,167479.85,210303.22,106036.96,175081.23,123355.64,130776.18,125131.56,111710.33,156946.17,127759.21,113892.73,1384318.83,20497.75,15979.82,116685.02,201274.19,155.08,1232560.66,4021641.23,39387.24,670195.7,423278.1,42331.57,56764.7
Scenario 2,79,1,Fake Positive News,79,TRADING,170833.89,192003.09,163035.71,278035.13,488112.36,441029.22,219901.64,409876.67,704179.16,1075224.81,365256.64,271579.66,1433809.91,19447.29,489568.02,42716.98,356532.92,483210.23,1325904.61,47487.76,131926.63,472095.48,380611.89,428935.1,109281.88,120641.06,167724.78,210761.51,106016.0,175443.71,123551.8,130794.21,124813.41,111487.92,157005.35,127758.92,113887.45,1381943.95,20500.95,16010.29,116672.19,201869.08,155.03,1232365.12,4022101.3,39459.03,669622.12,424229.64,42340.26,56601.72
Scenario 2,80,1,Fake Positive News,80,TRADING,170831.68,192262.67,163072.49,278103.68,489544.82,442736.6,219989.3,408509.82,704323.18,1077075.07,363919.91,271458.9,1438350.23,19494.01,490006.87,42719.4,356879.9,482515.15,1325044.65,47571.06,131616.29,471967.74,380610.44,429221.5,109438.4,120662.45,167871.93,211004.52,105984.43,175716.17,123557.57,130809.6,124631.78,111328.43,157006.42,127729.32,113891.34,1380995.89,20503.69,16032.0,116703.72,202479.39,155.08,1234785.94,4024220.87,39533.53,670120.47,425266.29,42349.06,56511.73
Scenario 2,81,1,Fake Positive News,81,TRADING,171180.26,192700.24,163070.8,277999.24,490903.41,444036.32,220245.62,407388.23,704294.69,1079139.41,362739.32,271102.74,1441307.11,19541.15,491041.05,42738.46,357547.12,482068.64,1323807.01,47612.09,131523.5,471686.95,380589.97,428971.35,109491.76,120661.21,168187.8,211293.0,105966.43,175960.3,123575.71,130779.04,124419.07,111181.77,156994.24,127725.25,113849.55,1378106.93,20529.71,16053.34,116785.29,203058.5,154.75,1234995.29,4030226.7,39608.49,670619.66,426103.08,42355.39,56416.15
Scenario 2,82,1,Fake Positive News,82,TRADING,171270.62,193141.43,163057.35,277934.75,492616.0,445469.86,220459.6,406447.59,704135.57,1081304.4,361646.82,271044.73,1445502.48,19580.81,491728.38,42784.65,357955.85,481315.97,1322250.11,47660.43,131388.37,471739.29,380867.31,428990.42,109680.29,120662.86,168529.31,211746.93,105984.88,176175.83,123549.92,130767.4,124124.26,111029.92,157001.5,127710.69,113900.01,1376542.94,20517.81,16061.3,116755.92,203636.51,154.65,1234302.06,4032450.57,39683.92,670117.95,426970.65,42357.62,56330.38
Scenario 2,83,1,Fake Positive News,83,TRADING,171570.05,193855.76,162978.36,278003.48,494273.32,447050.77,220792.64,405205.64,703935.62,1084252.58,360236.42,270667.63,1449624.82,19624.15,492539.82,42828.42,358218.04,481228.43,1320837.49,47734.11,131161.81,471473.5,380744.79,428890.27,109856.74,120645.09,168826.87,211824.17,105962.46,176360.87,123591.44,130797.54,123817.94,110868.72,156955.26,127704.63,113911.38,1376159.36,20517.32,16083.43,116682.12,204327.99,154.53,1235888.69,4037013.77,39749.93,670002.23,428007.45,42345.97,56252.42
