Scenario	Global_Second	Phase	Phase_Name	Phase_Second	Market_State	Kia	SK hynix	DB HiTek	POSCO Future M	Hyundai Motor	POSCO Holdings	Samsung Electronics	LS	Samsung SDI	Samsung Electro-Mechanics	HD Korea Shipbuilding	LS ELECTRIC	Korea Zinc	HMM	Hyundai Mobis	Korea Electric Power	Samsung C&T	SK Inc.	NAVER	Kakao	JUSUNG Engineering	EO Technics	Hanmi Semiconductor	LG Chem	Shinhan Financial	LEENO Industrial	LG Electronics	Celltrion	KODEX 200	EcoPro	Hana Financial	KODEX Semiconductor	SK Innovation	TIGER 200	KB Financial	KODEX Leverage	Meritz Financial	Samsung Biologics	KODEX KOSDAQ150	KODEX KOSDAQ150 Leverage	Wonik IPS	EcoPro BM	KODEX 200 Futures Inverse 2X	HD Hyundai Electric	Hyosung Heavy Industries	Woori Financial	HD Hyundai Heavy Industries	LG Energy Solution	TIGER Semiconductor TOP10	HPSP
Scenario 1	47	1	Fake Positive News	47	TRADING	154004.03	1443109.25	161927.67	262917.14	539203.83	494120.37	233714.98	514161.6	711298.53	915821.49	461603.21	289424.72	1622796.02	21067.71	474753.02	44458.34	319665.95	480527.12	208334.34	47470.55	126339.19	496290.88	375087.93	414234.03	99297.61	119832.39	141957.06	190754.14	105349.57	156910.64	127094.98	127518.73	146168.57	115942.88	157662.37	128470.01	123395.47	1478714.78	19620.35	17021.76	123175.44	217371.85	148.2	1291841.01	4183216.46	35356.76	681211.28	480182.64	41015.31	55099.27
Scenario 1	48	1	Fake Positive News	48	TRADING	154253.92	1447199.08	161735.53	262537.68	538625.44	494630.86	233749.85	512482.36	708793.32	916182.23	461420.8	288486.91	1623876.58	21084.26	474068.19	44486.72	319420.23	480791.92	208591.54	47501.86	125944.56	497094.76	375607.9	414274.77	99651.73	119891.09	142298.69	190959.56	105370.55	157023.92	127103.03	127754.66	146453.01	116101.82	157732.33	128288.41	123327.5	1478950.49	19565.84	17031.92	122962.73	216906.11	148.03	1294311.44	4195748.33	35341.53	679895.13	479698.71	41035.87	55521.35
Scenario 1	49	1	Fake Positive News	49	TRADING	154123.74	1443475.4	161861.96	262257.3	538702.56	495339.92	234015.32	513222.94	710356.99	917234.58	460676.81	288233.35	1622983.41	21122.24	473742.97	44563.69	319638.28	480491.84	208387.09	47575.49	126610.87	498361.89	375109.71	414012.27	100019.37	119873.49	142088.63	191579.69	105350.97	157035.79	127056.07	127727.24	146586.08	116154.37	157596.48	128361.49	123414.81	1478576.82	19471.81	17003.96	122483	216923.96	148.66	1293423.73	4203166.2	35325.38	680740.25	478714.22	41068.9	55254.25
Scenario 1	50	1	Fake Positive News	50	TRADING	154381.43	1448278.84	161635.17	262212.95	539369.13	495929.67	234163.01	513752.29	708109.36	916274.01	459856.13	287635.8	1623151.87	21123.13	474193.57	44622.2	320174.21	481197.2	208176.88	47567.58	126591.75	499110.79	375714.74	413787.53	100541.64	119680.39	142607.37	191863.11	105600.97	156784.73	127124.71	127891.87	146938.12	116197.79	157709.76	127983.42	123256.57	1478425.21	19429.3	16963.94	122437.26	216805.73	148.78	1292076.3	4201999.72	35297.53	680853.74	477153.68	40976.01	55371.97
Scenario 1	51	1	Fake Positive News	51	TRADING	154251.32	1450276.75	161891.25	261921.25	539590	495755.77	234776.36	512504.96	706780.08	913877.9	459752.35	287851.03	1624135.79	21130.32	472791.98	44700.14	319946.41	480353.78	207860.86	47568.96	126783.26	501871.16	375446.65	413463.35	100930.73	119628.78	142344.3	192167.34	105752.33	156735.02	127114.98	127923.12	146919.1	116352.75	157796.81	128245.73	123161.08	1478820.17	19427.27	17001.15	122139.22	216565.6	149.36	1291081.03	4202562.86	35279.17	681724.5	476359.72	40960.44	55538.52
Scenario 1	52	1	Fake Positive News	52	TRADING	154443.92	1451042.51	162393.89	261992.28	539501.83	496289.4	234872.86	512990.53	705657.61	913090.96	459919.61	288900.55	1623053.95	21132.26	472011.64	44763.32	319487.22	481538.18	207613.38	47572.53	127217.57	504335.34	374477.59	413558.27	101519.17	119380.21	142811.8	192637.92	105424.49	156899.29	127022.49	128036.9	146944.15	116382.94	157900.32	128068.3	123008.56	1477512.71	19434.36	16964.35	122209.61	216634.19	148.87	1290890.96	4206477.49	35254.18	682532.74	475166.18	40932.38	55473.48
Scenario 1	53	1	Fake Positive News	53	TRADING	154702.48	1447633.68	163133.46	261788.13	539510.63	495487.14	234935.94	513797.98	706494.51	914243.27	459544.2	289016.04	1625705.59	21145.2	471533.78	44867.88	319779.23	481086.42	207600.6	47559.23	127474.3	505243.11	375563.12	413918.49	102006.27	119400.63	142710.6	193351.16	105369.63	156824.39	127117.08	128158.28	146988.11	116325.33	157801.01	127661.83	122843.84	1475924.73	19444	17020.14	122058.54	216570.36	149.28	1292583.21	4210735.8	35246.17	682528.81	474882.54	41023.84	55388.18
Scenario 1	54	1	Fake Positive News	54	TRADING	154756.64	1450543.09	163003.93	261866.14	539818.33	495289.62	235031.96	513839.25	707030.2	916085.06	459692.83	289422.43	1625088.16	21141.26	470866.8	44936.53	319981.16	482299.46	207678.69	47585.45	127165.85	505480.93	375709.01	413812.1	102393.14	119527.51	142617.18	193563.54	105345.04	157090.64	127272.2	128292.61	147160.34	115857.77	157630.46	128048.9	122652.92	1476021.14	19508.53	16950.43	122330.3	216774.81	149.3	1293157.69	4204415.04	35225.25	683508.29	473792.07	41078.59	55325.97
Scenario 1	55	1	Fake Positive News	55	TRADING	154678.5	1450034.38	163060.19	262195.7	540293.24	495134.78	235213.9	513212.38	707965.04	918927.13	459633.65	290431.51	1624231.26	21141.44	470412.67	44877.93	320181.85	481388.21	207708.5	47627.28	127391.2	505279.64	375883.55	414301.07	102718.02	119251.71	142707.72	194020.62	105276.23	156854.64	127356.84	128295.96	146824.24	115988.38	157707.41	127956.25	122341.28	1476132.11	19568.68	16863.44	122154.03	216774.62	149.12	1292742.84	4194949.78	35209.57	684038.02	473791.31	40988.56	55429.21
Scenario 1	56	1	Fake Positive News	56	TRADING	154515.82	1453568.36	162595.01	261893.64	540292.99	495082.49	234764.86	513463.18	708538.02	919502.72	459622.07	291333.37	1622166.66	21141.53	469122.2	44845.9	319808.21	481247.02	207568.74	47584.18	127815.14	505166.24	375860.57	415389.88	102668.24	119352.87	142838.97	194758.62	105109.12	156779.52	127437.92	128164.11	147086.41	115794.94	157668.84	128064.22	122181.16	1474829.93	19670.73	16922.59	121698.78	216967.74	148.71	1290354.87	4184153.88	35143.01	684669.17	472867.51	40996.57	55315.29
Scenario 1	57	1	Fake Positive News	57	TRADING	154497.52	1453539.55	162659.24	262586.61	539316.85	494524.94	234639.38	512533.66	707105.35	918863.42	459847.75	291746.17	1624289.41	21148.83	467485.59	44831.45	319249.28	480636.34	206950.72	47556.53	127384.64	505935.17	375803.51	416153.29	102671.16	119282.7	142573.61	195120.87	105203.19	156240.67	127303.48	128220.63	147065.39	115690.68	157673.15	128970.97	121837.96	1473931.86	19740.26	16922.71	120952.59	216572.17	149.47	1289589.11	4188205.42	35092.29	685626.47	472458.44	41000.96	55283.36
Scenario 1	58	1	Fake Positive News	58	TRADING	154354.7	1451099.61	162252.89	262421.79	539324	494677.49	234401.78	514141.3	707408.97	916030.59	460396.19	293135.04	1626125.58	21161.02	466597.3	44700.88	318275.78	480795.46	207084.79	47563.73	127303.47	507239.45	375425.26	418055.58	102368.96	119262.45	142542.81	195582.37	105052.83	156315.76	127282.9	128069.35	147135.58	115411.47	157576.31	129323.42	121604.12	1474124.11	19821.44	16914.38	120901.67	216224.34	149.1	1285855.03	4183572.38	35035.16	685321.12	470979.63	40948.23	55109.36
Scenario 1	59	1	Fake Positive News	59	TRADING	154149.73	1449595.01	162458.71	262118.89	540072.72	494921	234285.79	512878.18	708422.25	918158.24	460390.77	293658.19	1629267.23	21159.51	464743.97	44582.5	317478.88	480235.6	207057.04	47485.66	127266.98	506075.73	375900.17	418382.91	101852.92	119151.3	142750.29	195735.45	105015.32	156247.56	127398.8	128149.16	147264.89	115303.18	157629.8	129132.17	121347.25	1472683.54	19884.03	16889.49	120279.94	216637.99	148.57	1281437.77	4183562.74	34982.49	685744.95	469985.85	41041.28	55007.28
Scenario 1	60	1	Fake Positive News	60	TRADING	154151.84	1448415.42	162237.2	262302.01	540388.53	494541.38	234058.92	512735.89	708896.35	921623.43	460605.3	294601.34	1631221.04	21161.43	464201.16	44480.46	317276.24	479722.41	206777.34	47467.7	127319.88	506688.75	376796.23	419416.04	101455.75	119401.39	142770.13	196220.9	105187.75	156625.4	127515.43	128138.12	147201.86	115140.73	157324.68	129201.56	121107.15	1472835.31	19917.41	16885.71	120211.1	216820.77	148.68	1281149.12	4190857.85	34927.32	686175.97	470185.75	40960.04	55074.85
Scenario 1	61	1	Fake Positive News	61	TRADING	154342.15	1449844.1	162556	262783.9	539751.35	493724.82	233651.78	513348.52	709233.67	922796.35	460983.74	294417.21	1633991.32	21161.25	463525.3	44361.4	317711.41	481088.01	207419.74	47393.85	127497.96	506521.29	377438.59	420354.76	100889.37	119104.33	143190.52	196413.17	104991.95	156589.88	127562.66	127934.2	146995.93	115053.5	157176.33	129334.11	120818.63	1472412.42	19945.9	16877.58	119808.03	217081.13	148.73	1276412.62	4181650.84	34881.45	685454.59	469747.9	41002.09	55060.39
Scenario 1	62	1	Fake Positive News	62	TRADING	154118.99	1451101.01	162042.15	262558.68	538968.76	493490.54	234021.92	513273.51	709121.67	926110.47	460992.02	294979.29	1638759.32	21168.12	462128.8	44229.92	317615.98	480070.17	207546.66	47345.56	127465.55	504960.76	376691.21	421044.6	100312	119279.88	143166.63	196441.95	105117.79	156789.19	127736.57	128049.81	146940.25	114786.01	157267.29	129743.33	120495.73	1473071.73	19988.67	16917.6	119759.97	217328.38	148.16	1270793.55	4186970.56	34827.66	684344.03	468757.54	40904.96	55257.58
Scenario 1	63	1	Fake Positive News	63	TRADING	153865.82	1450891.53	161429.21	262804.13	538717.59	493361.07	234331.05	513524.09	709168.49	925313.56	461303.98	295761.6	1642645.4	21156.92	460582.62	44207.06	316593.3	480085.85	208249.81	47302.19	127257.21	504017.06	374622.4	421878.84	99866.31	119467.8	143007.37	196562.36	105381.26	156864.37	127821.11	128176.12	146848.98	114557.12	157145.52	129275.79	120212.5	1472335.64	19997.36	16884.49	119616.85	217857.28	148.06	1270517.4	4183471.52	34807.87	685954.05	468228.46	40968.14	55199.44
Scenario 1	64	1	Fake Positive News	64	TRADING	154172.81	1450811.51	160978.83	263088.76	538805.01	492301.74	234349	513326.65	708510.7	925177.32	460920.95	296185.8	1649160.49	21165.28	459514.45	44118.12	316590.14	481107.6	208481.34	47256.29	127647.04	503525.9	374349.12	422139.33	99569.6	119392.12	143381.41	196392.37	105474.67	157054.46	127754.42	128404.72	146972.76	114129.71	156948.23	129077.38	119868.01	1472324.16	20012.44	16922.63	119372.96	218254.78	148.53	1269162.22	4175125.36	34788.09	686399.81	467843	41034.92	55323.1
Scenario 1	65	1	Fake Positive News	65	TRADING	153979.56	1448783.14	160778.04	263152.39	538904.64	492182.69	233938.27	511702.64	708373.34	924155.2	460055.61	295693.84	1656176.29	21159.38	457763.06	44132.02	316882.65	482233.76	208948.77	47231	127526.19	501303.09	372720.71	421875.11	99202.63	118948.24	143877.67	196788.34	105345.57	156790.81	127729.44	128514.49	146783.9	113838.68	156833.42	129469.43	119551.65	1471708.65	20028.29	16830.29	119014.98	218350.53	148.19	1268360.15	4161398.4	34725.32	686357.74	467649.72	41045.65	55380.62
Scenario 1	66	1	Fake Positive News	66	TRADING	154059.75	1446391.14	160842.98	263243.05	538572.12	492289.83	233907.19	511679.21	705856.95	926028.17	460237.61	295872.29	1661237.63	21115.76	455566.35	44106.21	317064.4	482846.6	209198.36	47162.54	127464.44	500948.14	372623.51	422574.67	98880.87	118414.2	143710.72	196496.77	105312.25	156845.9	127766.79	128966.21	146728.59	113330.28	156830.06	129389.56	119200.18	1471123.02	19996.87	16766.97	119044.28	219122.32	148.68	1267335.46	4165495.45	34684.94	687210.64	466768.49	40943.49	55417.27
Scenario 1	67	1	Fake Positive News	67	TRADING	154130.13	1444565.73	161018.04	263643.49	538979.65	491471.38	233830.12	513355.62	706472.41	927337.35	460258.06	296504.39	1664617.27	21126.1	453805.57	44114.4	316774.46	483088.87	209398.85	47134.26	126843.09	497815.74	372022.39	422704.8	98662.19	118475.9	144069.5	196378.74	105502.89	156594.26	127730.75	129491.66	146495.82	113058.88	156898.59	129474.81	118853.91	1470779.68	20036.13	16711.02	119135.96	218730.58	148.25	1265547.95	4179188.13	34608.75	687263.94	467026.53	40959.84	55426.2
Scenario 1	68	1	Fake Positive News	68	TRADING	154102.84	1445709.81	161109.82	263805.04	538265.67	490713.87	233590.67	513842.95	705483.96	930464.74	460785.06	296701.23	1660411.12	21096.31	452239.69	44121.5	316803.49	483318.82	209358.48	47109.94	126507.69	496945	372932.53	422869.78	98559.16	118321.55	143980.49	196063.7	105516.98	156678.71	127777.81	129323.17	146227.01	112482.82	156968.22	130184.58	118477.57	1472025.05	20018.06	16735.98	119576.42	219489.98	148.4	1264642.63	4178741.08	34562.92	688275.24	466017.86	40910.79	55371.63
Scenario 1	69	1	Fake Positive News	69	TRADING	153898.27	1444031.69	161200.96	264095.95	538243.37	490133.49	233876.88	515432.74	704255.22	930690.19	460516.41	296807.09	1657820.65	21111.09	449815.98	44132.02	316211.78	484172.08	209181.96	47125.46	126397.17	495310.41	371184.19	422772.74	98536.48	118454.16	144055.97	195712.6	105380.89	156855.7	127847.4	129556.14	146309.74	112258.81	156846.21	130531.06	118082.85	1472829.49	19998.86	16732.42	120037	219134.12	148.12	1266653.14	4176600.16	34499.41	687974.39	465859.48	40900.87	55246.29
Scenario 1	70	1	Fake Positive News	70	TRADING	153884.33	1442938.41	161114.06	263759.85	537667.39	489875.6	233661.13	513484.61	704073.83	933130.91	460022.93	296775.68	1649995.95	21093.26	447471.93	44099.87	315636.22	483833.31	209397.59	47062.66	127033.85	494548.24	372252.06	423244.24	98465.55	118192.66	143960.53	195468.48	105388.85	157293.77	127815.37	129912.83	146393.09	112210.35	156683.19	130791.08	117844.19	1474032.89	20001.09	16721.75	119854.19	219405.35	147.53	1266121.93	4187395.01	34431.73	687806.23	466344.6	40881.35	55258.99
Scenario 1	71	1	Fake Positive News	71	TRADING	153921.02	1440664.56	161544.08	263642.72	538144.16	489762.22	233589.02	513457.82	703416.95	932075.72	460543.58	296431.23	1642340.22	21111.86	444617.71	44142.63	315875.24	484759.98	209407.08	46987.86	127358.18	493069.28	373674.34	422923.09	98423.48	118033.78	143547.73	195127.63	105143.47	157127.01	127814.98	130234.1	146563.66	111850.93	156644.77	130955.48	117613.59	1472237.23	20004.31	16704.45	120294.43	220080.95	147.97	1266649.76	4183465.98	34381.77	687113.78	466543.28	40863.97	55152.25
Scenario 1	72	1	Fake Positive News	72	TRADING	153804.03	1443136.11	161728.61	263923.38	538401.19	489508.8	233238.32	512721.08	703194.09	936526.96	460222.91	297061.45	1636114	21113.87	443247.71	44074.16	315445.05	484133.86	209126.54	46954.9	127316.89	492585.94	374616.77	422756.05	98413.04	118197.47	144132.95	194701.32	105256.44	157119.3	127923.27	130618.19	146914.68	111217.36	156789.03	131083.45	117374.63	1470014.95	19991.95	16669.23	120617.4	220124.16	147.89	1267432.08	4175967.53	34288	685590.21	465927.57	40849.58	55145.82
Scenario 1	73	1	Fake Positive News	73	TRADING	154053.84	1442417.69	161790.84	264119.97	539079.18	488955.19	233159.36	512355.3	702494.24	934879.1	459817.87	296979.27	1629951.55	21129.13	442690.8	44033.39	314821.68	483941.09	208955.24	46935.18	126824.93	493751.86	374806.62	422780.24	98520.81	118242.94	144206.84	194419.31	105364.27	157171.86	127896.59	130781.26	146945.2	110822.86	156697.28	131337.72	117170.41	1469341.96	20001.11	16627.99	120710.97	220207.3	147.39	1267575.32	4178122.32	34239.82	685224.18	465794.06	40905	55052.72
Scenario 1	74	1	Fake Positive News	74	TRADING	154074.72	1439586.54	161707.59	263940.3	538987.14	488211.48	233199.36	512449.04	702703.38	933984.05	460275.05	296671.29	1624338.4	21136.03	441622.09	44055.46	313986.02	484505.32	208733.39	46916.45	126967.41	492971.39	375507.74	422248.45	98642.86	118286.44	144670.55	193901.39	105356.45	157094.86	127760.04	130970.14	146975.43	110726.4	156901.5	131288.89	117041.39	1469274.92	20070.65	16676.11	121106.93	220676.16	147.17	1268531.21	4179809.26	34213.83	683843.72	465504.51	40961.3	55012.7
Scenario 1	75	1	Fake Positive News	75	TRADING	154114.08	1439436.4	161460.25	265011.18	540639.95	488833.3	233032.74	512280.48	704103.63	934068.95	459277.14	297204.6	1620248.88	21132.8	440740.36	44060.25	313357.93	484513.13	208406.42	46888.93	126836.75	491982.51	375711.22	422077.57	98649.54	118369.4	144337.95	193436.03	105003.56	157051.64	127691.44	131159.97	146924.33	110302.37	156988.43	131588.42	116830.96	1468525.06	20056.38	16723.66	121333.49	221130.62	146.9	1271366.74	4192659.95	34183.83	683941.56	465643.59	41034.52	54865.15
Scenario 1	76	1	Fake Positive News	76	TRADING	154230.82	1441067.75	161417.57	265061.82	540492.36	488729.3	232668.73	513010.17	704496.8	934376	458655.83	296897.92	1616821.08	21130.35	439077.74	44020.31	313671.97	483513.58	207901.77	46908.57	126588.36	492438.85	375535.68	421835.15	98641.9	118102.84	144166.82	193126.3	104865.31	157275.87	127786.59	131142.46	146923.57	110029.91	156989.15	131735.11	116602.22	1467667.86	20056.28	16653.21	121541.26	221874.85	147.02	1273842.57	4187166.05	34162.43	684733.07	466078.06	40982.25	54809.04
Scenario 1	77	1	Fake Positive News	77	TRADING	154257.77	1442220.78	161205.23	265212.47	540120.4	487950.18	232230.26	513576.56	704880.87	932775.1	458318.68	297293.74	1618219.89	21126.9	438175.76	44007.16	313432.37	483719.48	207815.97	46899.47	125956.84	493355.68	374229.74	421615.22	98722.56	118099.24	144479.91	192750.98	104764.7	157318.93	127824.6	131204.81	146807.28	109727.88	157346.27	131662.87	116424.39	1468558.85	20079.32	16688.27	121456.23	222513	146.69	1278590.9	4189711.33	34145.13	685661.3	466208.18	40992.1	54946.49
Scenario 1	78	1	Fake Positive News	78	TRADING	154320.77	1443568.72	161451.02	264581.02	540095.63	488687.41	232189.39	512840.79	704197.58	936668.98	458019.72	297249.53	1615120.44	21135.99	437377.21	44014	312868.05	483879.16	207818.92	46874.22	126364.38	491934.31	374564.44	420894.13	98784.06	118016.84	144054.03	192517.01	105077.05	157411.15	127753.3	131454.57	146737.77	109328.73	157834.96	131412.34	116213.77	1468624.48	20025.9	16738.66	121467.91	222370.51	147.02	1280317.45	4196528.73	34154.88	686919.86	465402.92	41048.59	55034.37
Scenario 1	79	1	Fake Positive News	79	TRADING	154289.88	1446977.08	161129.93	264162.19	539973.35	488286.75	232138.45	514648.08	704233.65	933766.44	457957.9	297648.66	1615473.78	21130.55	436994.07	43940.69	313795.51	484597.12	207672	46859.89	127374.52	491489.55	373927.81	420316.92	98738.08	118159.19	144239.03	192026.01	105375.5	157332.1	127820.73	131809.49	146703.38	108926.92	158518.83	131165.43	116112.82	1468737.79	20050.51	16807.64	121000.12	222430.68	146.59	1284197.55	4209444.39	34170.57	686443.04	465856.25	41077.45	54837.07
Scenario 1	80	1	Fake Positive News	80	TRADING	154640.21	1448129.26	160523.78	264573.88	540213.53	487453.38	232016.37	514702.18	704044.18	935815.51	457392.72	296878.9	1616391.1	21120.96	437213.15	43973.01	313682.45	484423.43	207498.64	46874.44	127336.91	490619.01	373011.6	420750.44	98740.33	118252.17	144478.05	191735.45	105650.19	157559.21	127807.76	131861.02	147071.51	108401.95	159216.69	131356.31	116035.05	1468696.9	20032.75	16854.64	121381.58	222677.72	146.58	1285760.23	4204944.82	34186.25	686931.44	465556.49	41112.99	54744.25
Scenario 1	81	1	Fake Positive News	81	TRADING	154681.6	1448803.72	160492.83	264874.94	540643.86	487767.02	232121.8	514172.48	704897.08	935674.93	458120.47	296635.87	1615099.56	21143.41	436051.47	43941.09	313237.2	483213.04	207406.01	46920.48	127286.55	492119.7	373257.06	420592.25	98710.64	118496.15	144239.9	191557.46	105729.17	157479.35	127831.44	131717.56	147020.12	107850.11	160120.24	130925.29	115917.8	1466734.35	20051.58	16909.29	121824.93	223139.67	147.04	1287663.71	4210963.65	34224.45	687130.89	466832.98	41162.5	54489.89
Scenario 1	82	1	Fake Positive News	82	TRADING	154408.12	1453190.24	160443.57	264786.54	540655.01	486889.12	232192.73	512989.68	704682.09	938053.19	458855.14	296710.24	1614834.39	21156.76	433901.45	43963.02	313200.6	483325.15	207379.7	46908.05	127406.67	492047.09	372868.69	420272.57	98577.97	118478.66	143799.68	191553.57	105688.54	157474.63	127710.48	131978.59	147020.35	107606.54	161127.64	130403.01	115799.44	1468370.73	20011.16	16916.54	121719.07	224005.44	146.79	1287766.26	4209851.58	34265.63	687078.79	465514.23	41182.82	54252.34
Scenario 1	83	1	Fake Positive News	83	TRADING	154220.71	1456398.82	160422.28	264905.75	541373.86	485739.76	232700.89	512553.9	705866.54	943643.81	458406.76	296345.4	1615961.55	21164.84	433319.76	43949.29	313178.06	482378.43	207166.52	46904.31	127060.53	491464.69	372359.62	420115.37	98562.38	118731.6	143772.71	191390.28	105992.51	157269.88	127892.09	131939.41	146601.89	107343.42	161943.75	130334.08	115838.36	1470622.71	20006.55	16965.77	121352.69	223783.92	147.04	1286000.87	4205311.42	34339.11	686596.34	465781.58	41197.42	54075.69
